VRSTAMAT;DAVEK_PROC;EM;IDENT;NAZIV;KOLICINA;PORABA;ZELENA_KOL;ID_DOK;TIP_CENE;SKLADIŠČE;CENA;VREDNOST;A_CENA
MAT;22;KOS;9942025;KARTON SRP 190X440X210 + U POKROV 2B/B;510;510;0;22000656;EUR;22610;0,76097;388,09;0
MAT;22;KOS;9942755;KARTON SRP TIPITOP TISK 380X380X800;170;170;0;22000656;EUR;22610;2,93196;498,43;0
MAT;22;KOS;9942756;KARTON SRP TIPITOP TISK 380X380X1250;170;170;0;22000656;EUR;22610;3,66598;623,22;0
MAT;22;KOS;9945832;KARTON SRP 215X290X200 + U POK.2B/B INOX;860;860;0;22000656;EUR;22610;0,49284;423,84;0
MAT;22;KOS;9948223;KARTON 395X195X200, F0201 KVALIT.2K/B;4170;417;0;22000656;EUR;22610;0,289;1205,13;0
POT;22;KG;9901285;FOLIJA PE ČREVO DEB. 0,05 MM X ŠIR. 300;50,5;50,5;0;22000656;EUR;22610;2,69;135,85;0
POT;22;KG;9901289;FOLIJA PE ČREVO DEB. 0,05 MM  X  ŠIR.500;20,5;20,5;0;22000656;EUR;22610;2,24;45,92;0
POT;22;KOS;9935076;FOLIJA PP,NEVTRALNA,25 MY,DIM.450MMX1500;10;10;0;22000656;EUR;22610;43;430;0
MAT;22;KG;9941015;TISKANA FOLIJA DAX KRPA ZA POD;22;22;0;22000656;EUR;22610;5,3025;116,66;0
MAT;22;KG;9941016;TISKANA FOLIJA DAX SPUŽVASTA KRPA;46,3;46,3;0;22000656;EUR;22610;6,8015;314,91;0
MAT;22;KG;9942576;TISKANA FOLIJA TUŠ KRPA ZA POD;26;26;0;22000656;EUR;22610;5,3025;137,87;0
POT;22;KOS;313971;VREČKA PE D.:270 X Š.:450 X 0,03MM;1000;1000;0;22000656;EUR;22610;0,022;22;0
POT;22;KOS;9901010;VREČKA PE  370 X 450 X 0,03 MM;1000;1000;0;22000656;EUR;22610;0,0305;30,5;0
POT;22;KOS;9911832;VREČKA PE Š:500XD:500X0,03MM;1225;1225;0;22000656;EUR;22610;0,048;58,8;0
POT;22;KOS;9911990;VREČKA PE 300 X 440 X 0,03 MM;1042;1042;0;22000656;EUR;22610;0,024;25,01;0
POT;22;KOS;9912607;VREČKA PE DIM. D:550(ODPRT)XŠ:500X0,03;1200;1200;0;22000656;EUR;22610;0,058;69,6;0
POT;22;KOS;9913002;VREČKA PE  300 X 550 X 0,03MM;1192;1192;0;22000656;EUR;22610;0,03;35,76;0
POT;22;KOS;9915346;VREČKA PP Z EURO IZSEKOM 210X290+50X0,05;500;500;0;22000656;EUR;22610;0,021;10,5;0
POT;22;KOS;9919139;VREČKA PE Š.:230 X D.:550 X 0,03MM;2500;2500;0;22000656;EUR;22610;0,025;62,5;0
POM;22;KOS;9942679;VREČKA PP EVRL.+SELOT.210X230+45-0,038;4000;4000;0;22000656;EUR;22610;0,032;128;0
MAT;22;KOS;9942971;VREČKA PP EURO+SL 250X320+40+40X0,04,A2G;2000;2000;0;22000656;EUR;22610;0,0428;85,6;0
MAT;22;KOS;9943012;VREČKA PE MG+ZIP 88X600+30X0,06, DUSTER;500;500;0;22000656;EUR;22610;0,0355;17,75;0
POT;22;KOS;9943459;VREČKA PP 300X400+40 LEP.TRAK (HOLLAND);2030;2030;0;22000656;EUR;22610;0,05757;116,87;0
MAT;22;KOS;9943634;VREČKA RUBBER E.SL.PP 140X225+30+40X0,04;6000;6000;0;22000656;EUR;22610;0,0472;283,2;0
MAT;22;KOS;9945938;VREČKA PE MG+ZIP 200X575+30X0,07, PMA5V1;500;500;0;22000656;EUR;22610;0,0744;37,2;0
POT;22;KOS;9941506;TRAK LEP. 48MMX66M PROZ. TESA 4263-154-7;108;108;0;22000656;EUR;22610;0,81;87,48;0
POT;22;KOS;9929540;VEZNI TRAK VT-015 295;1300;1300;0;22000656;EUR;22610;0,02462;32,01;0
POT;22;KOS;9932111;VEZNI TRAK VT 013200 BELE;1300;1300;0;22000656;EUR;22610;0,00942;12,25;0
MAT;22;KOS;9947584;KOVINSKA SPIRALNA GOBICA INOX 15 G RINF;8695;8695;0;22000656;EUR;22610;0,08;695,6;0
MAT;22;KOS;6110230;WC ŠČETKA-JEŽEK PVC PROFI M;5;0;0;22000656;EUR;22610;0,31;1,55;0
MAT;22;KOS;9928220;ADAPTER PLASTIČNI;2092;2092;0;22000656;EUR;22610;0,08;167,36;0
MAT;22;KOS;9932487;VRV ZA PERILO Z JEKL.POLNILOM 20M YORK;10;0;0;22000656;EUR;22610;0,5;5;0
MAT;22;KOS;9934548;REZERVNA KRPA BOMBAŽ ZA ČIST.MOPEX;5;0;0;22000656;EUR;22610;1,23;6,15;0
MAT;22;KOS;9940772;2S2CR SUPERDRY MINI;14;14;0;22000656;EUR;22610;14,3088;200,32;0
MAT;22;KOS;9940773;2S3CR SUPERDRY WING;5;5;0;22000656;EUR;22610;10,8108;54,05;0
MAT;22;KOS;9940776;221SA FASHIONDRY;3;3;0;22000656;EUR;22610;28,0368;84,11;0
MAT;22;KOS;9940777;2X30 VIP PICCOLO;19;19;0;22000656;EUR;22610;2,6268;49,91;0
MAT;22;KOS;9945341;SPRAY MOP REFILL / YORK;262;262;0;22000656;EUR;22610;0,99;259,38;0
MAT;22;KOS;9947575;KOFIL FK  N  G4  0,5 790X720X98 - MAT;1;1;0;22000656;EUR;22610;8,41;8,41;0
MAT;22;KOS;9936612;FLEXI VRTNA RAZTEGLJIVA CEV 2,5M-7,5M;32;32;0;22000656;EUR;22610;5,09869;163,16;0
MAT;22;KOS;9936613;FLEXI VRTNA RAZTEGLJIVA CEV 5M-15,5M;18;18;0;22000656;EUR;22610;7,94448;143;0
MAT;22;KOS;9936614;DRŽALO ZA FLEXI;404;404;0;22000656;EUR;22610;0,56916;229,94;0
MAT;22;KOS;9936888;WELLOS KERAMIČNI FILTER ZA KUH. PIPO;86;86;0;22000656;EUR;22610;5,63837;484,9;0
MAT;22;KOS;9936889;WELLOS TUŠ ROČKA KERAMIČNI VLOŽEK;32;32;0;22000656;EUR;22610;9,6627;309,21;0
MAT;22;KOS;9936890;WELLOS REZERVNI FILTER ZA KUH. PIPO;12;12;0;22000656;EUR;22610;2,80674;33,68;0
MAT;22;KOS;9936891;WELLOS REZERVNI VLOŽEK ZA TUŠ ROČKO;8;8;0;22000656;EUR;22610;1,7526;14,02;0
MAT;22;KOS;9939642;REZERVA SPIN 3D 2/1;228;228;0;22000656;EUR;22610;2,12504;484,51;0
MAT;22;KOS;9934654;PMA H2O REZERVNA KRPA 3/1;304;304;0;22000656;EUR;22610;1,4481;440,22;0
MAT;22;KOS;9935649;TT ROBOT B;107;107;0;22000656;EUR;22610;106,85178;11433,14;0
MAT;22;KOS;9938849;PG MASAŽNI NEDRČEK;1;1;0;22000656;EUR;22610;15,9761;15,98;0
MAT;22;KOS;9938850;PG OBLIKOVALEC PRSI;31;31;0;22000656;EUR;22610;7,27598;225,56;0
MAT;22;KOS;9939919;TTWINDOW;18;18;0;22000656;EUR;22610;15,16894;273,04;0
MAT;22;KOS;9939934;TTWINDOW 2;7;7;0;22000656;EUR;22610;18,49213;129,44;0
MAT;22;KOS;9942884;BREZŽIČNE SLUŠALKE ECO;5;5;0;22000656;EUR;22610;14,85179;74,26;0
MAT;22;KOS;9947207;BATERIJA TT ROBOT / WHBW-3000;6;6;0;22000656;EUR;22610;19,309;115,85;0
MAT;22;KOS;9937688;S2 ROBOT;102;102;0;22000656;EUR;22610;101,94132;10398,01;0
MAT;22;KOS;9938502;BATERIJA TT ROBOT S2;27;27;0;22000656;EUR;22610;17,055;460,49;0
MAT;22;KOS;9940493;PMA H10;5;5;0;22000656;EUR;22610;9,99262;49,96;0
MAT;22;KOS;9947206;BATERIJA TT ROBOT / WHBW-2000;7;7;0;22000656;EUR;22610;17,74153;124,19;0
MAT;22;KG;9948029;ADIFLAM BA 100/31 E, 250KG DRUM;3000;1500;0;22000655;EUR;22210;7,28333;21849,99;0
POT;22;KG;192414;FOLIJA PE 0,06 X 4000 MM REG.EKO;2458;2458;0;22000654;EUR;22230;1,9;4670,2;0
POT;22;KOS;9938346;TULEC KART. 76/84 X 1500MM N;688;668;0;22000654;EUR;22230;1,32829;913,86;0
POT;22;KOS;9944147;TULEC KART. 76/84 X 2450MM N;1260;1260;0;22000654;EUR;22230;2,13772;2693,53;0
POT;22;KG;9944472;FOLIJA STREČ ROČNA 500 X 17 MICR., 5KG;600;600;0;22000654;EUR;22230;1,97;1182;0
POT;22;KOS;9945228;TULEC KART. 76/84 X 2300MM N1;867;867;0;22000654;EUR;22230;1,99244;1727,45;0
IZD;22;M2;9930469;"K/MULTI L FRESH WET YELL10;-LEMON GREE15";590;0;0;22000653;EUR;22210;0;0;0
POM;22;KG;1001140;AMONIJAK 25%, 50KG;100;100;0;22000652;EUR;22210;1,205;120,5;0
POM;22;KG;9925564;COAGULANT TEGO 4720 EVONIK, 50/200KG;100;100;0;22000652;EUR;22210;17,91;1791;0
POM;22;KG;1044893;TAMOL NN 9104 - 25KG;25;25;0;22000652;EUR;22210;3,95;98,75;0
POM;22;KG;9938234;PLEXMET SRN, 125KG;125;125;0;22000652;EUR;22210;2,5;312,5;0
IZD;22;M2;9948101;FILTER PE-358 HGT EN;230;215;0;22000651;EUR;22210;0;0;0
MAT;22;KOS;9940900;ČISTILNA GOBICA 10/1 KS;551;551;0;22000650;EUR;22610;0,215;118,47;0
POM;22;KG;9937518;VULKACIT ZDEC/OCTOCURE ZDE-100 TRCC,20KG;20;20;0;22000649;EUR;22210;4,8;96;0
POM;22;KG;9938118;ŽVEPLO, 25KG ADR-UN1350!;25;25;0;22000649;EUR;22210;1,11;27,75;0
POM;22;KG;9936758;KALCIJEV KARBONAT 2 OMYA, 20KG;2400;2400;0;22000649;EUR;22210;0,1516;363,84;0
POM;22;KG;9937518;VULKACIT ZDEC/OCTOCURE ZDE-100 TRCC,20KG;100;100;0;22000648;EUR;22210;4,8;480;0
POM;22;KG;9946355;ZNO (GOLD SEAL) PRAH - ADR!, 25KG;125;125;0;22000648;EUR;22210;3,9;487,5;0
POM;22;KG;9938118;ŽVEPLO, 25KG ADR-UN1350!;75;75;0;22000648;EUR;22210;1,11;83,25;0
POM;22;KG;9944174;RUCO-STAT AHE, 120KG;120;120;0;22000648;EUR;22210;3,28;393,6;0
IZD;22;M2;9920610;FILTER PP-450 HKT-OH;430;430;0;22000647;EUR;22210;0;0;0
IZD;22;M2;9908064;K/WINDOW IV BEIGE 40X10000;5969,55;5969,05;0;22000646;EUR;22210;1,03155;6157,89;0
IZD;22;M2;9918568;K/WINDOW A BEIGE3;3529,35;3529,35;0;22000646;EUR;22210;0;0;0
POM;22;KG;9925564;COAGULANT TEGO 4720 EVONIK, 50/200KG;100;100;0;22000645;EUR;22210;17,91;1791;0
IZD;22;M2;9943331;ART.SC 1454 NP 0,80/1500 011 SMOKE;5364;5364;0;22000644;EUR;22210;0;0;0
IZD;22;M2;9945005;ART.SC 1454 NP 0,80/1500 007 BERBER;3319,54;3319,54;0;22000644;EUR;22210;0;0;0
IZD;22;M2;9945130;ART.SC 1454 NP 0,80/1500 044 BEDUIN;2858,84;2858,84;0;22000644;EUR;22210;0;0;0
IZD;22;M2;9943331;ART.SC 1454 NP 0,80/1500 011 SMOKE;3098,05;3098,05;0;22000644;EUR;22210;0;0;0
IZD;22;M2;9939221;FILTER PE-551 HGT 205;205;205;0;22000643;EUR;22210;0;0;0
POM;22;KG;1001140;AMONIJAK 25%, 50KG;100;100;0;22000642;EUR;22210;1,205;120,5;0
POM;22;KG;9939500;SOPROPHOR TS10, 200KG;200;200;0;22000642;EUR;22210;8,2;1640;0
MAT;22;M2;9947902;TR.TRAK 30 OZS BXB 1000*1000-O;7,359;7,359;0;22000641;EUR;22410;50,0346;368,2;50,03462
IZD;22;M2;9939221;FILTER PE-551 HGT 205;348,5;348,5;0;22000640;EUR;22210;0;0;0
IZD;22;M;9928066;CENTELIN 04 90 CM BEL;20;20;0;22000639;EUR;22710;0;0;0
IZD;22;LM;9930968;CENTELIN 320 90 CM NELEPLJIV;20;20;0;22000639;EUR;22710;0;0;0
POM;22;KG;9946355;ZNO (GOLD SEAL) PRAH - ADR!, 25KG;1000;1000;0;22000638;EUR;22210;3,9;3900;0
POM;22;KG;9938118;ŽVEPLO, 25KG ADR-UN1350!;25;25;0;22000638;EUR;22210;1,11;27,75;0
POM;22;KG;9937518;VULKACIT ZDEC/OCTOCURE ZDE-100 TRCC,20KG;20;20;0;22000638;EUR;22210;4,8;96;0
POM;22;KG;9917159;VULKACIT ZM/VULKACIT ZMBT-PRAH-ADR!,20KG;20;20;0;22000638;EUR;22210;5,74;114,8;0
IZD;22;LM;9939241;CENTELIN ZX 950 150 CM;2800;1555;0;22000637;EUR;22710;0;0;0
IZD;22;KOS;9903005;KOFIL FK-G4M 287X287X98;29;29;0;22000636;EUR;25410;0;0;0
MAT;22;KOS;9936150;KOFIL FV-G4M 490X592X360/5;4;4;0;22000636;EUR;25410;10,8675;43,47;0
MAT;22;KOS;9936156;KOFIL FV-G4M 592X592X360/5;4;4;0;22000636;EUR;25410;7,659;30,64;0
IZD;22;LM;9939240;CENTELIN ZX 950 140 CM;2800;2800;0;22000635;EUR;22710;0;0;0
IZD;22;LM;9939241;CENTELIN ZX 950 150 CM;2800;2800;0;22000635;EUR;22710;0;0;0
IZD;22;M2;9931386;FILTER G PE DX;889,74;889,74;0;22000634;EUR;22210;0;0;0
POM;22;KG;1001140;AMONIJAK 25%, 50KG;50;50;0;22000633;EUR;22210;1,205;60,25;0
POM;22;KG;9926868;EMULVIN WA, 60KG;60;60;0;22000633;EUR;22210;14;840;0
POM;22;KG;1044893;TAMOL NN 9104 - 25KG;50;50;0;22000633;EUR;22210;3,95;197,5;0
POM;22;KG;9938234;PLEXMET SRN, 125KG;125;125;0;22000633;EUR;22210;2,5;312,5;0
POM;22;KG;9936758;KALCIJEV KARBONAT 2 OMYA, 20KG;1000;0;0;22000633;EUR;22210;0,1516;151,6;0
POM;22;KG;9944808;BARVA BLACK OLIMPRINT R AC RAROCHEM;1000;800;0;22000633;EUR;22210;2,4;2400;0
POM;22;KG;9944784;BARVA WHITE/BIANCO FM IBC MINERVA;1250;0;0;22000633;EUR;22220;5;6250;0
MAT;22;KOS;9940991;DAX GOBICA Z ABR. ZA ONESN. POVRŠINE 2/1;1728;1728;0;22000632;EUR;22610;0,142;245,38;0
IZD;22;M2;9924950;FILTER G PP 010 SL;360;360;0;22000631;EUR;22210;0;0;0
IZD;22;M2;9915852;FILTER G PE 050 SL;180;156,99;0;22000631;EUR;22210;0;0;0
POM;22;KG;9944174;RUCO-STAT AHE, 120KG;120;120;0;22000630;EUR;22210;3,28;393,6;0
POM;22;KG;9938234;PLEXMET SRN, 125KG;125;125;0;22000630;EUR;22210;2,5;312,5;0
MAT;22;KG;9948029;ADIFLAM BA 100/31 E, 250KG DRUM;3600;3600;0;22000630;EUR;22210;7,28333;26219,99;0
POL;22;LM;9933878;CENTELIN POL 900 150 CM;5770;5770;0;22000629;EUR;23710;0;0;0
IZD;22;M2;9905558;YRT 350;304,59;0;0;22000628;EUR;25410;0;0;0
POL;22;LM;9934060;CENTELIN POL 540/5 150 CM;3000;3000;0;22000627;EUR;23710;0,35;1050;0
POL;22;LM;9934583;CENTELIN POL 523/5 150 CM ČRN VOTEK;2440;2440;0;22000626;EUR;23710;0;0;0
POL;22;LM;9936579;CENTELIN POL 511 150 CM;300;300;0;22000625;EUR;23710;0;0;0
POL;22;LM;9936580;CENTELIN POL 511/5 150 CM;1300;1300;0;22000625;EUR;23710;0;0;0
POL;22;LM;9933870;CENTELIN POL 253005/2 80 CM T.N.500443;2100;2100;0;22000624;EUR;23710;0;0;0
POL;22;LM;9943539;CENTELIN POL 307/2 90 CM;2000;2000;0;22000623;EUR;23710;0;0;0
POL;22;LM;9935360;CENTELIN POL 202/A 150 CM BLACK;1100;1100;0;22000622;EUR;23710;0;0;0
MAT;22;M;9947046;ARTIKEL TK-831 S, ŠIRINA 1480 MM TKANINA;2400;2400;0;22000621;EUR;22710;1,0034;2408,16;0
MAT;22;KG;9947990;SILCARBON K3060;525;525;0;22000620;EUR;22710;3,6;1890;0
